headline,class,example,hl_pred,pop_pred,hl_%diff,pop_%diff,av_%diff
"""A Progressive Future: Why Stamp Duty Reform Deserves the Green Light""",variant,3,-1.4530011814623642,2.15264717746657,-0.047870734425808505,0.05700890847604947,0.0045690870251204815
Stars collide in battle for Jillaroos No.1 jersey at the World Cup',original,4,-1.4337199400724625,2.0482356534726276,0.0,0.0,0.0
"""World Cup Showdown: Celestial Clash for the Jillaroos' Top Spot""",variant,4,-1.379099459655652,2.2102747424224485,0.05613971290163887,0.1759062053613063,0.11602295913147259
"""Jillaroos' Cosmic Confrontation: A Stellar Battle at the World Cup""",variant,4,-1.454529297314247,2.103705440876574,-0.02059433663041628,0.057037080755651344,0.018221372062617532
"""When Stars Align: The Epic Fight for the Jillaroos' No.1 Jersey""",variant,4,-1.4035432148708933,2.2052702880414894,0.030636657331158952,0.17003613689631542,0.10033639711373718
"""Celestial Clash: Who Will Shine Brightest in the Jillaroos' World Cup Quest?""",variant,4,-1.3917889773118186,2.2640673983552038,0.04282248268024406,0.24089357474084314,0.1418580287105436
"""Astrological Rivalry: Stars Collide for the Jillaroos' No.1 Jersey at the World Cup""",variant,4,-1.4133021977601945,2.089536529348459,0.020627610322888113,0.04216562087245672,0.031396615597672414
"""Galactic Showdown: The Battle for the Jillaroos' Top Spot Heats Up""",variant,4,-1.3656392279587772,2.242687877721644,0.07045170341174888,0.21464545090019782,0.14254857715597335
"""World Cup Stargazers: A Celestial Battle for Jillaroos' No.1 Jersey""",variant,4,-1.3410661889120643,2.1105045517573653,0.09708180619453415,0.06424848084658806,0.0806651435205611
"""Shooting Stars: The Epic Duel for Jillaroos' No.1 at the World Cup""",variant,4,-1.3728131942610302,2.1500177416633957,0.06279979903294662,0.10714218608254604,0.08497099255774633
"""Constellation Challenge: Stars Collide in Jillaroos' World Cup Quest""",variant,4,-1.4387188346513757,2.053954677478461,-0.004986420898933727,0.005735408843825055,0.00037449397244566397
"""Cosmic Conflict: The Fight for Jillaroos' No.1 Jersey at the World Cup""",variant,4,-1.4093188153037304,2.114351403816849,0.024701268523228494,0.06835037193261446,0.04652582022792148
"""Stellar Struggle: Who Will Emerge as Jillaroos' No.1 at the World Cup?""",variant,4,-1.4302438975884522,2.1241564567007156,0.00348209092586876,0.07887712718800349,0.04117960905693613
"""When Worlds Collide: Jillaroos' Battle for the No.1 Jersey at the World Cup""",variant,4,-1.36640693346641,2.1353831874947082,0.06963022710967183,0.09105763596608028,0.08034393153787606
"""Astrological Showdown: Stars Compete for Jillaroos' No.1 Spot at the World Cup""",variant,4,-1.4056444858857515,2.1788800227818172,0.028473284108983914,0.13956244586155594,0.08401786498526993
"""Celestial Contest: The Jillaroos' World Cup Clash for the Top Spot""",variant,4,-1.4108339578680495,2.1662848888330286,0.023149875603089533,0.12529951453059074,0.07422469506684014
"""Galactic Glory: The Epic Battle for the Jillaroos' No.1 Jersey at the World Cup""",variant,4,-1.4648136620926564,2.1692829174144785,-0.030615283875496415,0.1286782568901999,0.04903148650735174
"""World Cup Astrology: Stars Collide in Jillaroos' No.1 Fight""",variant,4,-1.4087986743924652,2.1231673646549027,0.025234396213554368,0.07781054596354849,0.05152247108855143
"""Stellar Showdown: Who Will Claim the Jillaroos' No.1 Jersey at the World Cup?""",variant,4,-1.3960342609499155,2.1315487541748466,0.03840478927264949,0.08688205881500392,0.06264342404382671
"""Cosmic Competition: The Battle for the Jillaroos' Top Spot at the World Cup""",variant,4,-1.405277285960247,2.155044249092391,0.028851008768281377,0.11272125437332971,0.07078613157080554
"""When Planets Align: Jillaroos' Intense Fight for the No.1 Jersey at the World Cup""",variant,4,-1.391381975626318,2.1679103558153425,0.043246999572058124,0.1271301391435426,0.08518856935780036
"""Astro Clash: Stars Compete for Jillaroos' No.1 Spot at the World Cup""",variant,4,-1.4043817922559148,2.228494048110862,0.029772751014922556,0.1975267576404627,0.11364975432769263
"""Celestial Duel: The Epic Rivalry for Jillaroos' No.1 Jersey at the World Cup""",variant,4,-1.401993993186542,2.1017624872930636,0.032234579437576245,0.05498530067389234,0.04360994005573429
"""Galactic Battle: Stars Collide in Jillaroos' Fight for World Cup Glory""",variant,4,-1.4479501610464576,2.134523705297598,-0.01412944994381616,0.09012029422391801,0.03799542214005093
"""World Cup Stardust: Jillaroos' No.1 Jersey Battle Heats Up""",variant,4,-1.3237734873160758,2.1188342230773975,0.11621829844541984,0.07315034422282632,0.09468432133412308
"""Stellar Strife: Who Will Rise as Jillaroos' No.1 at the World Cup?""",variant,4,-1.4258543437172344,2.140539821173824,0.007896611422243693,0.09669835157029961,0.052297481496271656
"""Cosmic Showdown: The Intense Fight for Jillaroos' Top Spot at the World Cup""",variant,4,-1.4257101858431267,2.139723653620652,0.00804191812836807,0.09580362713232492,0.051922772630346496
"""When Worlds Align: Jillaroos' Celestial Clash for No.1 at the World Cup""",variant,4,-1.4788059269840041,2.1547368921898435,-0.04408471790370318,0.11237930436822609,0.034147293232261455
"""Astrological Rumble: Stars Compete for Jillaroos' No.1 at the World Cup""",variant,4,-1.4303858649571783,2.195014547485688,0.0033396393258348393,0.15809787234626899,0.08071875583605191
"""Celestial Showdown: The Jillaroos' Epic Battle for World Cup Supremacy""",variant,4,-1.4213900285097498,2.164434634951002,0.012406238300336655,0.12321934974531554,0.0678127940228261
"""Galactic Glory Beckons: Stars Collide in Jillaroos' World Cup Challenge""",variant,4,-1.4490823391963645,2.13244513287891,-0.015244999419693902,0.08785675352888278,0.03630587705459444
"""World Cup Astral Duel: The Fight for Jillaroos' No.1 Jersey Takes Off""",variant,4,-1.4574328861723336,2.1499618987939773,-0.02343400339467289,0.10708036181225948,0.0418231792087933
"""Stellar Showdown: Who Will Shine Brightest in the Jillaroos' World Cup Campaign?""",variant,4,-1.3691282973935883,2.2013498490878645,0.06672333114909541,0.16545806154423917,0.1160906963466673
"""Cosmic Combat: The Intense Battle for Jillaroos' No.1 Spot at the World Cup""",variant,4,-1.3739209817914542,2.2210385675558615,0.06162309455785004,0.18863181940576182,0.12512745698180594
"""When Stars Unite: Jillaroos' No.1 Jersey Battle Takes Center Stage at the World Cup""",variant,4,-1.3825781039916283,2.0717793661182187,0.0524721612236988,0.023823053782783227,0.03814760750324101
"""Astrological Face-Off: Stars Compete for Jillaroos' World Cup Supremacy""",variant,4,-1.40374748220436,2.090851787474531,0.03042615342966004,0.04353723949255942,0.03698169646110973
"""Celestial Confrontation: The Jillaroos' Epic Clash for World Cup Glory""",variant,4,-1.4397645246461606,2.127513874298462,-0.006026352825308431,0.08250545573940933,0.03823955145705045
"""Galactic Grit: Stars Collide in Jillaroos' Battle for the No.1 Jersey at the World Cup""",variant,4,-1.4004215897420111,2.1539739446772668,0.03385894539047686,0.1115309410144237,0.07269494320245029
"""World Cup Constellation: The Intense Fight for Jillaroos' Top Spot""",variant,4,-1.371511400111329,2.079278772916892,0.0641842465309432,0.031529981927144145,0.04785711422904368
"""Stellar Struggle: Who Will Emerge as Jillaroos' No.1 in the World Cup Battle?""",variant,4,-1.428811960723841,2.1276319845413263,0.004920043207580205,0.08263331827247736,0.04377668074002878
"""Cosmic Showdown: The Epic Battle for Jillaroos' No.1 Jersey at the World Cup""",variant,4,-1.4015762697070662,2.137231858905629,0.03266585812908068,0.0930765085664146,0.06287118334774763
"""When Planets Align: Jillaroos' Celestial Rivalry for No.1 at the World Cup""",variant,4,-1.4237608697321953,2.1005318512434723,0.010008826920541385,0.053687796272691546,0.03184831159661647
"""Astrological Duel: Stars Compete for Jillaroos' No.1 Spot in the World Cup""",variant,4,-1.4325332863783378,2.1837604737194902,0.0011873580461993294,0.14513761808008308,0.0731624880631412
"""Celestial Clash of Titans: Jillaroos' World Cup Battle for No.1 Jersey""",variant,4,-1.4292407906899753,2.207360668844353,0.004489195766233073,0.17248451610643428,0.08848685593633368
"""Galactic Grudge Match: Stars Collide in Jillaroos' Fight for the Top Spot at the World Cup""",variant,4,-1.3663133101254559,2.1148078460464204,0.0697303741530967,0.06883812346507313,0.06928424880908492
"""World Cup Stardust: The Intense Jillaroos' No.1 Jersey Battle Takes Flight""",variant,4,-1.3827324207684084,2.2210822229630693,0.052309759643094554,0.18868371074451856,0.12049673519380656
"""Stellar Showdown: Who Will Shine Brightest in the Jillaroos' World Cup Challenge?""",variant,4,-1.3978587320525229,2.168066737173802,0.0365119769575477,0.12730641506863757,0.08190919601309264
"""Cosmic Competition: The Battle for Jillaroos' Top Spot at the World Cup Heats Up""",variant,4,-1.430594861127139,2.13339141856663,0.0031299670951556564,0.08888666402296341,0.046008315559059536
"""When Worlds Collide: Jillaroos' Celestial Struggle for No.1 at the World Cup""",variant,4,-1.4311030219342855,2.169623264012919,0.00262034525729264,0.12906246407376154,0.06584140466552708
"""Astro Clash: Stars Compete for Jillaroos' No.1 Jersey in the World Cup Arena""",variant,4,-1.3993762291838718,2.098469548048843,0.034940265841072134,0.05151701174161227,0.0432286387913422
"""Celestial Duel: The Epic Rivalry for Jillaroos' World Cup Supremacy""",variant,4,-1.3610638060145532,2.119844669306517,0.07536069341212805,0.07423525297009292,0.07479797319111048
"""Galactic Battle Royale: Stars Collide in Jillaroos' No.1 Jersey Showdown at the World Cup""",variant,4,-1.3849747378526305,2.158112765702353,0.04995279101423197,0.11614090196412405,0.08304684648917801
"""Cryptocurrency company accidentally transfers $10.5m to Australian woman and doesn't notice for seven months""",original,5,-1.429070935625275,2.1261321012933716,0.0,0.0,0.0
"""Crypto Mishap: $10.5 Million Accidentally Lands in Aussie Woman's Wallet, Goes Unnoticed for Seven Months""",variant,5,-1.3962264811797596,2.144514351769384,0.03338978755202086,0.01855224406631452,0.025971015809167688
"""Crypto Caper Down Under: $10.5 Million Transferred by Mistake to Australian Woman, Unnoticed for Seven Months""",variant,5,-1.4105618176403698,2.216086682231876,0.018681473449527992,0.0941245884646961,0.05640303095711204
"""Crypto Surprise: $10.5 Million Accidentally Sent to Australian Woman, Lay Unnoticed for Seven Months""",variant,5,-1.423420797863478,2.223103859849439,0.005666129895226062,0.10182925593245366,0.053747692913839865
"""Crypto Drama Down Under: Aussie Woman Receives $10.5 Million by Mistake, Goes Unnoticed for Seven Months""",variant,5,-1.3698597979206262,2.199541082150011,0.06099923403552033,0.07617058008968794,0.06858490706260413
"""Australian Woman's Unexpected Windfall: Crypto Company Accidentally Transfers $10.5 Million, Remains Unnoticed for Seven Months""",variant,5,-1.4361170976332274,2.1436464916548226,-0.007021396010979405,0.01766866666534247,0.005323635327181534
"""Crypto Coin Fiasco: $10.5 Million Mistakenly Sent to Australian Woman, Languishes Unnoticed for Seven Months""",variant,5,-1.4192729930582129,2.1893613168503814,0.009846099557643139,0.0652709879317615,0.03755854374470232
"""Crypto Curiosity: Aussie Woman Stumbles Upon $10.5 Million Accidentally Transferred, No One Notices for Seven Months""",variant,5,-1.3861223996650487,2.2571654934106067,0.04388417097170646,0.14000584788534648,0.09194500942852647
"""Crypto Coincapade: Accidental $10.5 Million Transfer to Australian Woman Goes Unnoticed for Seven Months""",variant,5,-1.4081155264074716,2.1005896192600355,0.02117651556270186,-0.025219032591428957,-0.002021258514363548
"""Unexpected Crypto Fortune: Australian Woman Receives $10.5 Million in Accidental Transfer, Undetected for Seven Months""",variant,5,-1.4385328892174076,2.1459981410540303,-0.009417330161756011,0.020064682764593784,0.005323676301418887
"""Aussie's Crypto Jackpot: $10.5 Million Mistakenly Sent, Remains Unnoticed for Seven Months""",variant,5,-1.4232718529752588,2.3301254505306144,0.005815929880223335,0.22628999766524371,0.11605296377273353
"""Crypto Coin Gaffe: $10.5 Million Accidentally Lands in Australian Woman's Wallet, Unnoticed for Seven Months""",variant,5,-1.3691913957276578,2.141742393085729,0.06170864530990173,0.015732768868344096,0.03872070708912291
"""Surprise in the Crypto World: $10.5 Million Accidentally Transferred to Aussie Woman, Left Unnoticed for Seven Months""",variant,5,-1.4716840391958173,2.1523274776312036,-0.04171792573284268,0.02654149079929654,-0.007588217466773069
"""Crypto Cluelessness: $10.5 Million Accidentally Sent to Australian Woman, No One Notices for Seven Months""",variant,5,-1.4181274562961756,2.1952047772527328,0.011003578229295667,0.07151407963236234,0.041258828930829
"""Australian Woman's Lucky Break: Crypto Company Accidentally Transfers $10.5 Million, Unnoticed for Seven Months""",variant,5,-1.4473671821975576,2.1607606065912788,-0.018129886386996735,0.035235053017637734,0.0085525833153205
"""Crypto Coincapade: $10.5 Million Mistakenly Sent to Aussie Woman, Left Unnoticed for Seven Months""",variant,5,-1.447858216743108,2.162624250144065,-0.018611900179627293,0.03716616103939802,0.009277130429885365
"""Crypto Drama Down Under: $10.5 Million Accidentally Lands in Australian Woman's Wallet, Lay Unnoticed for Seven Months""",variant,5,-1.4768592672485097,2.2129530929743617,-0.046664443287572153,0.09070141761471984,0.022018487163573842
"""Unbelievable Crypto Error: Aussie Woman Receives $10.5 Million by Mistake, Goes Unnoticed for Seven Months""",variant,5,-1.3303607130631059,2.1615015427054027,0.10374641240567867,0.036002380290164955,0.06987439634792181
"""Cryptocurrency Caper: $10.5 Million Accidentally Transferred to Australian Woman, Unnoticed for Seven Months""",variant,5,-1.3465642317173308,2.1593710300579088,0.08600595389859465,0.03379751369820916,0.059901733798401906
"""Aussie Woman's Crypto Surprise: $10.5 Million Mistakenly Sent, Left Unnoticed for Seven Months""",variant,5,-1.3083727745123412,2.1991778500305537,0.1282843008873608,0.07577975135405626,0.10203202612070854
"""Crypto Company's Costly Blunder: $10.5 Million Accidentally Transferred to Australian Woman, Undetected for Seven Months""",variant,5,-1.4019053505552428,2.1484633006923772,0.027537933618234943,0.022582407070197534,0.02506017034421624
"""Crypto Coincapade: Aussie Woman Receives $10.5 Million by Mistake, Unnoticed for Seven Months""",variant,5,-1.3346686773208312,2.139941223464768,0.09900173958974934,0.013904908499491345,0.05645332404462034
"""Cryptocurrency Conundrum: $10.5 Million Accidentally Lands in Australian Woman's Wallet, Remains Unnoticed for Seven Months""",variant,5,-1.389697603818536,2.1403333527969113,0.04015873551228798,0.0143025683160617,0.027230651914174838
"""Crypto Chaos: Aussie Woman Finds $10.5 Million in Her Wallet, No One Notices for Seven Months""",variant,5,-1.413052613323494,2.224121280585246,0.01614730339307893,0.1029508503347082,0.05954907686389357
"""Australian Woman's Crypto Windfall: $10.5 Million Accidentally Transferred, Unnoticed for Seven Months""",variant,5,-1.4157809655749558,2.196461058864116,0.01337867422531221,0.07286104897619765,0.04311986160075493
"""Crypto Coin Blunder Down Under: $10.5 Million Sent to Aussie Woman by Mistake, Lay Unnoticed for Seven Months""",variant,5,-1.4330940902350606,2.182944284972876,-0.00401507256534933,0.05845699622737766,0.027220961831014166
"""Crypto Coincapade: Aussie Woman's Unexpected $10.5 Million Fortune, Unnoticed for Seven Months""",variant,5,-1.3796925171632515,2.15157200278452,0.05061784871548379,0.025766257395460776,0.03819205305547228
"""Cryptocurrency Curiosity: $10.5 Million Accidentally Sent to Australian Woman, Unnoticed for Seven Months""",variant,5,-1.4118237991202804,2.2029089040102305,0.017396727129644532,0.07980104083571296,0.048598883982678746
"""Aussie Woman's Crypto Jackpot: $10.5 Million Mistakenly Transferred, Remains Unnoticed for Seven Months""",variant,5,-1.3895848646793965,2.132713680817357,0.04027600872321435,0.006603285712706942,0.023439647217960647
"""Crypto Coin Gaffe: $10.5 Million Accidentally Lands in Australian Woman's Wallet, Lay Unnoticed for Seven Months""",variant,5,-1.4468418914278012,2.1217944548623033,-0.01761398359159063,-0.004328252430314009,-0.010971118010952319
"""Surprise Windfall: Aussie Woman Discovers $10.5 Million in Crypto Accidentally Transferred, Unnoticed for Seven Months""",variant,5,-1.4220365633354632,2.1999567964087694,0.007059171601662147,0.07661805254858389,0.041838612075123016
"""Crypto Company's Costly Error: $10.5 Million Accidentally Sent to Australian Woman, Remains Unnoticed for Seven Months""",variant,5,-1.412629464265615,2.1762123610402573,0.0165773761532004,0.051355474514166256,0.033966425333683326
"""Crypto Drama Down Under: Aussie Woman's $10.5 Million Surprise, Lay Unnoticed for Seven Months""",variant,5,-1.3632710995797466,2.2268854435648957,0.06801291808016229,0.10600380373008841,0.08700836090512534
"""Cryptocurrency Caper: $10.5 Million Accidentally Transferred to Australian Woman, Goes Unnoticed for Seven Months""",variant,5,-1.4132173536155435,2.19048535110993,0.015979916777591172,0.06646906223003565,0.04122448950381341
"""Aussie Woman's Crypto Delight: $10.5 Million Mistakenly Sent, Unnoticed for Seven Months""",variant,5,-1.4047814519603883,2.202506386779634,0.02458687612806423,0.07936648977417274,0.051976682951118486
"""Crypto Coincapade: $10.5 Million Accidentally Lands in Aussie Woman's Wallet, Remains Unnoticed for Seven Months""",variant,5,-1.4327554509833436,2.0995219698197674,-0.0036777358603004434,-0.026259201578942827,-0.014968468719621635
"""Crypto Surprise in Australia: $10.5 Million Accidentally Transferred to Woman, Undetected for Seven Months""",variant,5,-1.4132588374647734,2.1905007000028927,0.015937770894095604,0.06648543147514456,0.041211601184620084
"""Australian Woman's Lucky Break: Crypto Company Accidentally Transfers $10.5 Million, Lay Unnoticed for Seven Months""",variant,5,-1.4966520846166655,2.1824113767739095,-0.06534812851814319,0.05789308608534918,-0.003727521216397002
"""Crypto Coincapade: $10.5 Million Mistakenly Sent to Aussie Woman, Lay Unnoticed for Seven Months""",variant,5,-1.3761859129223517,2.19661123996926,0.05430841661819886,0.07302218453365389,0.06366530057592637
"""Crypto Drama Down Under: $10.5 Million Accidentally Lands in Australian Woman's Wallet, Unnoticed for Seven Months""",variant,5,-1.4059020091913539,2.1634186897485836,0.023439410915554838,0.037990454296445486,0.03071493260600016
"""Unbelievable Crypto Error: Aussie Woman Receives $10.5 Million by Mistake, Goes Unnoticed for Seven Months""",variant,5,-1.3714626961749936,2.1333441637771973,0.05929992249098807,0.0072381320405342855,0.03326902726576118
"""Cryptocurrency Caper: $10.5 Million Accidentally Transferred to Australian Woman, Unnoticed for Seven Months""",variant,5,-1.4493148714111175,2.1461642880162404,-0.020040403066072535,0.020234177493020013,9.688721347373905e-05
"""Aussie Woman's Crypto Surprise: $10.5 Million Mistakenly Sent, Left Unnoticed for Seven Months""",variant,5,-1.4128949417656833,2.1681019806044577,0.016307533552907517,0.04286306652368029,0.029585300038293905
"""Crypto Company's Costly Blunder: $10.5 Million Accidentally Transferred to Australian Woman, Undetected for Seven Months""",variant,5,-1.4335326108583046,2.134809513332158,-0.00445173674634768,0.008715169913156417,0.0021317165834043683
"""Crypto Coincapade: Aussie Woman Receives $10.5 Million by Mistake, Unnoticed for Seven Months""",variant,5,-1.3669341943600162,2.1119232232706877,0.06410784223276919,-0.014108408332122901,0.024999716950323145
"""Cryptocurrency Conundrum: $10.5 Million Accidentally Lands in Australian Woman's Wallet, Remains Unnoticed for Seven Months""",variant,5,-1.3174106241859103,2.1415442259589974,0.11813297914571337,0.015531503966712419,0.0668322415562129
"""Crypto Chaos: Aussie Woman Finds $10.5 Million in Her Wallet, No One Notices for Seven Months""",variant,5,-1.4287058333020073,2.1738242735954016,0.00036516898123302644,0.04884774124036391,0.024606455110798467
"""Australian Woman's Crypto Windfall: $10.5 Million Accidentally Transferred, Unnoticed for Seven Months""",variant,5,-1.3545139414081353,2.1793615443016088,0.07740674772652384,0.05467160438597611,0.06603917605624998
"""Crypto Coin Blunder Down Under: $10.5 Million Sent to Aussie Woman by Mistake, Lay Unnoticed for Seven Months""",variant,5,-1.4140780159719013,2.148456163660246,0.015105877288801091,0.022575108892745444,0.018840493090773267
"""Crypto Coincapade: Aussie Woman's Unexpected $10.5 Million Fortune, Unnoticed for Seven Months""",variant,5,-1.401399628714918,2.1492552580103657,0.028057713413947326,0.023392569455393634,0.02572514143467048
"""Cryptocurrency Curiosity: $10.5 Million Accidentally Sent to Australian Woman, Unnoticed for Seven Months""",variant,5,-1.426123731780092,2.1612867027834124,0.002951551120154894,0.035779829526851915,0.019365690323503406
